LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,Province No,Province Sinhala,Province Tamil,Province English,District,Province No,Province Sinhala,Province Tamil,Province English,Divisional Secretariat,Province No,Province Sinhala,Province Tamil,Province English
3-3-36-100,100,______,______,Batagassa,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-105,105,_______,_______,Pahalawaththa,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-110,110,______,______,Pathegama,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-115,115,_________,_________,Thalapathkanda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-120,120,_________,________,Dehigahahena,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-125,125,______,______,Weedapola,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-130,130,________,________,Mathuwakanda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-135,135,_____,_____,Handugala,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-140,140,____________,_________,Kebellaketiya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-145,145,_________,________,Egodabedda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-150,150,_________,________,Kekiriobada,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-155,155,_____,_____,Agalabada,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-160,160,____ ____,____ ______,Bowala South,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-165,165,________ ___,________ ___,Muruthawela Ihala,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-170,170,________ ___,________ ___,Muruthawela Pahala,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-175,175,_______ ____,_______ ______,Galahitiya North,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-180,180,____ _______,____ _______,Omara East,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-185,185,____ _____,____ ______,Omara West,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-190,190,________,________,Athpitiya,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-195,195,____________,____________,Waththehengoda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-200,200,_______,_______,Horewela,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-205,205,___________,__________,Pissubedda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-210,210,_________,________,Medagamgoda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-215,215,_________,_________,Yahalmulla,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-220,220,_________ ___,_________ ___,Walasmulla Upper,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-225,225,_________ ___,_________ ___,Walasmulla Lover,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-230,230,_______ ____,_______ ______,Galahitiya South,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-235,235,_______ ________,_______ _______,Galahitiya East,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-240,240,_______,______,Koholana,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-245,245,_________ ________,_________ _______,Walasmulla East,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-250,250,_________ ____,_________ ______,Walasmulla North,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-255,255,_________ _____,_________ ______,Walasmulla West,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-260,260,_________ ____,_________ ______,Walasmulla South,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
3-3-36-265,265,_________,_________,Daluwakgoda,,3: ____/ ______/ Southern,3,____,______,Southern,3: _________/ ______________/ Hambantota,3,_________,______________,Hambantota,36: _________/ __________/ Walasmulla,36,_________,__________,Walasmulla
4-1-03-005,005,______ ____ ____,______ ____ ______,Analativu North,J/37,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-010,010,______ ____ ____,______ ____ ______,Analaitivu South,J/38,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-015,015,_______ ____,_________,Eluvaitivu,J/39,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-020,020,________________,______________,Paruthiyadaippu,J/50,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-025,025,_______,____________,Kayts,J/49,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-030,030,________,________,Karampon,J/51,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-035,035,________ ________,________ _______,Karampon East,J/52,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-040,040,___________ ___,________ __ ______,Naranthanai North West,J/56,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-045,045,___________ ____,________ ______,Naranthanai North,J/55,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-050,050,__________,________,Naranthanai,J/57,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-055,055,___________ ____,________ ______,Naranthanai South,J/58,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-060,060,________ _______,________ ____ _______,Karampon South East,J/53,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-065,065,________ _____,________ ______,Karampon West,J/54,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-070,070,___________,____________,Puliyankoodal,J/60,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-03-075,075,________,________,Suruvil,J/59,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,3: _______/ ____ ______ (_______)/ Island North (Kayts),3,_______,____ ______ (_______),Island North (Kayts)
4-1-06-005,005,_____________ ________,______________ _______,Vadducoddai East,J/157,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,6: ________ _____ ________/ ________ _______ (______)/ Valikamam West (Chankanai),6,________ _____ ________,________ _______ (______),Valikamam West (Chankanai)
4-1-06-010,010,_____________  ____,______________  ______,Vadducoddai North,J/158,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,6: ________ _____ ________/ ________ _______ (______)/ Valikamam West (Chankanai),6,________ _____ ________,________ _______ (______),Valikamam West (Chankanai)
4-1-06-015,015,__________,________,Sangarathai,J/159,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,6: ________ _____ ________/ ________ _______ (______)/ Valikamam West (Chankanai),6,________ _____ ________,________ _______ (______),Valikamam West (Chankanai)
4-1-06-020,020,_____ _____,____ ______,Araly West,J/160,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,6: ________ _____ ________/ ________ _______ (______)/ Valikamam West (Chankanai),6,________ _____ ________,________ _______ (______),Valikamam West (Chankanai)
4-1-06-025,025,_____ ______,____ _____,Araly Centre,J/161,4: ____/ ______/ Northern,4,____,______,Northern,1: _____/ _________/ Jaffna,1,_____,_________,Jaffna,6: ________ _____ ________/ ________ _______ (______)/ Valikamam West (Chankanai),6,________ _____ ________,________ _______ (______),Valikamam West (Chankanai)
